@lat,@lon,amenity,historic,tourism,shop,office,leisure,craft,boundary,building,railway,admin_level,man_made,name
-37.2491286,175.6395565,,,,,,,,,,abandoned,,,Hauraki Rail Trail
-37.2335573,175.6336209,,,,,,,,,,abandoned,,,Hauraki Rail Trail
-37.2065672,174.8933785,,,,,,pitch,,,,,,,Tennis Courts
-36.6061563,174.6773238,school,,,,,,,,,,,,Kingsway School (junior campus)
-45.8566246,170.4658249,school,,,,,,,,,,,,Halfway Bush School
-43.0716725,172.7041769,,,winery,wine,,,,,commercial,,,,Terrace Edge
-43.0784697,172.7487707,restaurant,,winery,wine,,,,,commercial,,,,Waipara Hills
-37.2290844,174.8930069,,,,,,,,,yes,,,,Hilltop Reservoir
-37.2161741,174.8979060,school,,,,,,,,,,,,Parkside School
-43.0534775,172.7627207,,,winery,wine,,,,,commercial,,,,Torlesse
-43.0386433,172.8118005,restaurant,,winery,wine,,,,,commercial,,,,Black Estate
-37.1887310,174.8835856,,,,,,,,,yes,,,,Gun club
-41.3439668,173.3727972,,,,,,,,,yes,,,,Dun Shelter
-43.5760785,172.6317959,school,,,,,,,,,,,,Cashmere Primary School
-37.7428830,175.4262859,community_centre,,,,,,,,yes,,,,Eureka Hall
-37.6666021,175.3091572,school,,,,,,,,,,,,Gordonton School
-37.6021693,175.4302152,school,,,,,,,,,,,,Tauhei School
-37.7412495,175.4266027,school,,,,,,,,,,,,Westmount School
-37.6110417,175.3456623,school,,,,,,,,,,,,Whitikahu School
-37.6135313,175.1872428,school,,,,,,,,,,,,Taupiri School
-37.6178407,175.1893645,,,,,,sports_centre,,,yes,,,,Eastern Waikato Netball
-37.6189938,175.1902190,,,,,,sports_centre,,,yes,,,,Taupiri Rugby Club
-37.7195834,175.3271312,school,,,,,,,,,,,,Puketaha School
-37.7676460,175.2939896,,,,,,,,,yes,,,,Enderley Park Community Centre
-37.7638530,175.2911981,hospital,,,,,,,,,,,,Rossendale Dementia Care Home and Hospital
-37.7804911,175.2878668,,,,convenience,,,,,retail,,,,Showgrounds Superette
-37.7765695,175.2854443,place_of_worship,,,,,,,,church,,,,St Aidan's
-37.7013429,175.2041330,school,,,,,,,,,,,,Horotiu School
-37.6999220,175.2485557,school,,,,,,,,,,,,Horsham Downs Primary School
-36.8230196,174.7119415,,,,,,park,,,,,,,Kauri Point Centennial Park
-38.9998548,174.2418435,school,,,,,,,,,,,,Manukorihi Intermediate School
-44.9902936,170.9787820,school,,,,,,,,,,,,Papakaio School
-45.0501847,170.7699474,school,,,,,,,,,,,,Five Forks School
-39.0622838,174.2089569,school,,,,,,,,,,,,Lepperton Primary School
-39.0619855,174.2077009,swimming_pool,,,,,swimming_pool,,,,,,,Lepperton School Pool
-43.5225721,172.6171881,,,,,,park,,,,,,,Millbrook Reserve
-44.7435020,170.4641314,school,,,,,,,,,,,,Waitaki Valley School
-43.0427760,172.7886292,restaurant,,winery,wine,,,,,commercial,,,,Waipara Springs
-43.0471243,172.7867478,,,winery,wine,,,,,commercial,,,,Greystone
-43.5376875,172.6120568,,ruins,,,,,,,,,,,The Old Stock Yards
-37.7919691,176.3902406,,,hostel,,,,,,yes,,,,Kiwi Corral
-36.8061643,174.9419072,,,,,,,,,yes,,,,Ranger Station
-41.2194377,174.8080922,,,,,,,,,yes,,,,Johnsonville zone substation
-37.7628165,175.2562194,place_of_worship,,,,,,,,church,,,,Scots Church
-37.7577546,175.2585611,library,,,,,,,,yes,,,,St Andrews Library
-44.2611702,170.0984297,,,motel,,,,,,,,,,Aspen Court Motel
-44.2590880,170.0989328,,,motel,,,,,,,,,,Colonial Motel
-44.2550694,170.0984683,school,,,,,,,,,,,,Twizel Area School
-44.2529956,170.0975767,kindergarten,,,,,,,,,,,,Twizel Kindergarten
-41.2959513,174.7744159,restaurant,,,,,,,,yes,,,,Heaven Pizza
-41.2952086,174.7743834,,,,,,,,,office,,,,Salvation Army
-41.2957423,174.7732834,,,,,,,,,commercial,,,,Datacom
-41.2957836,174.7774488,,,,,,,,,commercial,,,,Ricoh
-41.2956844,174.7766740,,,hostel,,,,,,yes,,,,Lodge in the City
-37.7839522,175.2453863,,,,convenience,,,,,retail,,,,JB Superette
-38.0737041,175.2605169,toilets,,,,,,,,,,,,Disused Toilet
-41.2988076,174.7743633,,,,,,,,,kindergarten,,,,Kakapo Kids
-41.2988729,174.7743291,,,,,,,,,kindergarten,,,,Kakapo Kids
-41.2975058,174.7716113,,,hotel,,,,,,yes,,,,Harbour View Motel
-41.2954519,174.7666892,,,,video,,,,,yes,,,,Aro Video
-43.6068189,172.6810324,community_centre,,,,,,,,civic,,,,Wheke
-42.4594361,171.2033778,,,,,,,,,yes,,,,Bella Vista Greymouth
-43.7331524,170.0953178,,,information,,,,,,yes,,,,Aoraki/Mount Cook National Park Visitor Centre
-43.0918512,172.7688799,restaurant,,winery,wine,,,,,commercial,,,,Pegasus Bay
-37.7521879,175.2954213,place_of_worship,,,,,,,,church,,,,Life & Light Community Centre
-39.9459708,175.0488391,,,museum,,,,,,,,,,Putiki Wharanwipa
-39.9469168,175.0508558,place_of_worship,,,,,,,,yes,,,,St. Paul's Memorial Church Putiki
-39.3393145,174.2849344,,,,,,,,,yes,,,,Elizabethan Clock Tower
-45.0281843,168.6568738,,,,,,,,,yes,,,,Kiwi Birdlife Park Office & Shop
-45.0296508,168.6585475,fire_station,,,,,,,,yes,,,,Queenstown Volunteer Fire Brigade
-45.0289359,168.6565049,,,,,,,,,yes,,,,The Tube
-39.9343335,175.0499165,,,,,,park,,,,,,,Cooks Gardens
-39.9378462,175.0445136,,,,,,stadium,,,,,,,Spriggens Park
-37.7489346,175.2559818,,,,,,,,,office,,,,Presbyterian Support Northern (Enliven)
-36.7748143,174.7663935,,,,,,pitch,,,,,,,Milford Tennis Club
-37.8193035,176.2866446,parking,,,,,,,,,,,,Raparapahoe
-37.7842838,175.2864362,place_of_worship,,,,,,,,church,,,,St Andrews
-37.7841187,175.2872050,,,,,,,,,yes,,,,The Link - St Andrew's Church Community Centre
-37.7837262,175.2848316,,,,,,,,,yes,,,,Subway Buildings
-37.7925855,175.2965847,nursing_home,,,,,,,,yes,,,,Laura Fergusson Rehabilitation
-37.7063483,176.1169595,,,,,,playground,,,,,,,St Andrews Drive Playground
-37.7327372,175.2683567,place_of_worship,,,,,,,,church,,,,Chapel Hill Community Church
-37.7329175,175.2684805,kindergarten,,,,,,,,yes,,,,Chapel Hill Kindergarten
-37.7324309,175.2721311,place_of_worship,,,,,,,,church,,,,Hukanui Reformed Church
-37.7330909,175.2735505,,,,,,,,,yes,,,,Limelight Dance Academy
-37.7356855,175.2733970,,,,convenience,,,,,retail,,,,Vital Dairy
-39.2437115,175.5617001,,,,,,,,,yes,,,,Waterfall Express Base Terminal
-39.2033983,175.5410242,fire_station,,,,,,,,yes,,,,Whakapapa Volunteer Fire Brigade
-37.7854761,175.3191693,,,,,,swimming_pool,,,,,,,Dive Pool
-45.8830051,170.3585574,,,,,,,,,residential,,,,Brooklands Resthome
-45.8758201,170.3647731,,,,,,,,,residential,,,,Birchleigh Resthome and Hospital
-45.7268121,170.0462605,,,,,,,,,yes,,,,Clarks Junction Hotel
-41.2922548,174.7739189,parking,,,,,,,,,,,,St Peter's carpark
-41.2920437,174.7743118,parking,,,,,,,,,,,,Warehouse Stationary carpark
-41.2913829,174.7748917,,,,,,garden,,,,,,,Volunteers' Corner
-41.2932304,174.7759975,,,,convenience,,,,,yes,,,,Fix
-41.2954524,174.7779953,place_of_worship,,,,,,,,yes,,,,Salvation Army
-43.7969218,172.7404847,,,,,,,,,,abandoned,,,Little River Rail Trail
-43.3879904,172.0192691,fire_station,,,,,,,,yes,,,,Sheffield Volunteer Fire Brigade
-43.3895150,172.0202957,fast_food,,,,,,,,yes,,,,The Famous Sheffield Pie Shop
-43.3371863,171.9282779,cafe,,,,,,,,yes,,,,yello shack cafe
-41.2971135,174.7766106,fuel,,,,,,,,no,,,,Z Petrol Station
-41.2961480,174.7729715,arts_centre,,,,,,,,yes,,,,Toi Pōneke Arts Centre
-41.2952738,174.7717282,,,,car_repair,,,,,yes,,,,Abel Smith Radiators
-41.2948247,174.7734324,,,,,,,,,apartments,,,,City Lights Apartments
-37.7882533,175.3235122,kindergarten,,,,,,,,,,,,Te Kohanga Reo o Nga Kuaka
-37.7887446,175.3238858,school,,,,,,,,,,,,Toku Mapihi Maurea Kura Kaupapa Maori
-42.4508233,171.2122293,,,hostel,,,,,,yes,,,,Noah's Ark Backpackers
-41.2887650,174.7739438,place_of_worship,,,,,,,,yes,,,,St Mary of the Angels
-41.2901340,174.7730818,,,,,,,,,apartments,,,,Dixon Street Flats
-40.3818543,175.5424412,,,,,,,,,,rail,,,North Island Main Trunk
-41.2225287,174.8981619,,,,,,recreation_ground,,,,,,,Sladden Park
-39.0754415,174.0307464,,,,,company,,,,,,,,Wood Group M&O Training Center
-39.0761081,174.0309062,,,,,company,,,,,,,,Wood Group M&O
-39.0595952,174.0872754,,,,,,pitch,,,,,,,The Gully
-39.0590319,174.0896098,,,,,,pitch,,,,,,,Webster Field
-41.2926400,174.7821010,,,,supermarket,,,,,yes,,,,Commonsense Organics
-41.2924198,174.7822299,parking,,,,,,,,,,,,Commonsense Organics carpark
-41.2936748,174.7840820,bar,,,,,,,,yes,,,,Welsh Dragon
-41.2907736,174.7849586,,,,,,,,,yes,,,,Chaffers Dock Apartments
-41.2899231,174.7817143,public_building,,,,,,,,,,,,Te Papa outside area
-41.2864943,174.7788467,,,,,,playground,,,,,,,Frank Kitts playground
-41.2968908,174.7694577,,,,,,,,,apartments,,,,Graymor Flats
-41.3009091,174.7689024,parking,,,,,,,,,,,,Renouf Centre car park
-41.2793444,174.7747593,,,hotel,,,,,,yes,,,,Bolton Hotel
-41.2714218,174.7809481,embassy,,,,,,,,yes,,,,Australian High Commission
-41.2823948,174.7766589,,,,,,,,,commercial,,,,Vodafone Tower
-41.2812733,174.7768678,,,,,government,,,,yes,,,,Ministry of Business  Innovation  and Employment
-41.2809987,174.7763984,,,,,,,,,commercial,,,,Old Public Trust Office Building
-41.2999889,174.7782251,place_of_worship,,,,,,,,yes,,,,Seventh-day Adventist Church
-41.2932929,174.7847993,fire_station,,,,,,,,yes,,,,Wellington City Fire Station
-41.2977939,174.7832147,place_of_worship,,,,,,,,yes,,,,Greek Orthodox Church
-41.2914439,174.7879455,,,,,,,,,commercial,,,,Port Nicholson Yacht Club
-41.2894469,174.7626804,place_of_worship,,,,,,,,yes,,,,St Michael's
-41.2889647,174.0152653,,,camp_site,,,,,,,,,,Picton Top 10 Holiday Park
-41.2628532,173.9162117,,,hostel,,,,,,yes,,,,YHA Anakiwa Lodge
-41.5633405,173.5302169,,,guest_house,,,,,,yes,,,,Fishtail Lodge B&B
-42.5204450,172.8540715,,,camp_site,,,,,,,,,,Alpine Holiday Apartments & Campground
-37.8975027,175.4718373,,heritage_building,,,accountant,,,,office,,,,Herbert Morton
-37.8963441,175.4718298,,heritage_building,museum,,,,,,yes,,,,Cambridge Museum
-37.8903234,175.4673201,,heritage_building,,gift,,,,,retail,,,,Cambridge Country Store
-37.8607088,175.4533270,cafe,,,convenience,,,,,retail,,,,Hautapu Country Store
-37.8606109,175.4256583,school,,,,,,,,,,,,Hautapu School
-41.3182149,174.7809392,fire_station,,,,,,,,yes,,,,Newtown Fire Station
-41.2973342,174.7711197,place_of_worship,,,,,,,,yes,,,,The Church of Christ
-42.6528406,173.0399716,,,camp_site,,,,,,,,,,Waiau Motor Camp and Holiday Park
-42.8085355,173.2679715,,,motel,,,,,,yes,,,,Cheviot Motel & Holiday Park
-42.8087788,173.2676748,,,,,,,,,yes,,,,Cheviot Motel & Holiday Park
-42.8081615,173.2676186,,,camp_site,,,,,,,,,,Cheviot Motel & Holiday Park
-42.8146661,173.2738803,cafe,,,,,,,,yes,,,,Two Rivers Cafe
-42.8123516,173.2736821,,,,supermarket,,,,,,,,,Four Square
-41.3065268,174.7778603,,,,car_repair,,,,,yes,,,,Vehicle Testing New Zealand
-41.3066781,174.7788856,,,,,,,,,yes,,,,NZ Blood Donor Centre
-41.3067947,174.7794014,kindergarten,,,,,,,,yes,,,,Newtown Kindergarten
-36.7798719,174.6376355,,,,,,park,,,,,,,Bill Moir Reserve
-41.3118850,174.7807409,,,,,,,,,yes,,,,St Anne's Hall
-41.3060198,174.7650715,childcare,,,,,,,,yes,,,,Brooklyn Playcentre
-41.3053468,174.7643913,fire_station,,,,,,,,yes,,,,Brooklyn Fire Station
-41.1172523,175.1791456,,,,,,,,,,abandoned,,,Rimutaka Incline
-41.1158639,175.1776634,,,,,,,,,,abandoned,,,Rimutaka Incline
-41.3200944,174.7764826,place_of_worship,,,,,,,,yes,,,,St Cuthberts
-41.3142868,174.7930609,,,,,,,,,yes,,,,Poneke Football Club
-41.3178244,174.7958340,fast_food,,,,,,,,yes,,,,KFC
-43.5299398,172.6015839,bank,,,,,,,,yes,,,,ANZ Bank
-41.3066349,174.7602362,childcare,,,,,,,,yes,,,,Brooklyn Kindergarten
-41.3050204,174.7630003,place_of_worship,,,,,,,,yes,,,,Wellington Korean Church
-37.8275759,175.3535905,school,,,,,,,,,,,,Tamahere Model Country School
-42.2778595,173.7737899,,,,,,,,,,rail,,,Main North Line
-42.2780047,173.7731266,,,,,,,,,,rail,,,Main North Line
-43.5563590,172.6800891,,,,bicycle,,,,,yes,,,,Cycleways
-41.3088351,174.7781982,,,,,,,,,residential,,,,Ronald McDonald House
-41.3084607,174.7780404,,,,,,,,,yes,,,,Salvation Army
-41.3084449,174.7777518,,,motel,,,,,,yes,,,,Adelaide Motel
-41.3100200,174.7784822,,,,,quango,,,,,,,,Cancer Society of New Zealand
-37.8035978,175.3927535,place_of_worship,heritage_building,,,,,,,yes,,,,St Davids
-37.8274853,175.3514396,kindergarten,,,,,,,,yes,,,,Li'l Pumpkins Early Learning Centre
-37.8294525,175.3571397,place_of_worship,,,,,,,,church,,,,St Stephen's
-37.8275292,175.3546836,community_centre,,,,,,,,yes,,,,Tamahere Community Centre
-37.8282119,175.3521074,kindergarten,,,,,,,,yes,,,,Tamahere Playcentre
-41.3103151,174.7904781,,,,,,sports_centre,,,,,,,Wellington Badminton Club
-41.3100697,174.7929300,place_of_worship,,,,,,,,yes,,,,All Saints
-41.2936240,174.7738966,,,motel,,,,,,yes,,,,Victoria Court Motor Lodge
-41.2571903,174.7658716,,,,supermarket,,,,,yes,,,,Crofton Downs Countdown
-41.3133853,174.7643223,,,,,,,,,yes,,,,Vogelmorn Tennis Club
-41.3137308,174.7644111,community_centre,,,,,,,,yes,,,,Vogelmorn hall
-41.2943035,174.7692865,,,,,,,,,residential,,,,Astoria
-41.2950127,174.7769914,,,,,,,,,commercial,,,,Briscoes
-41.2962166,174.7749626,,,,,,,,,apartments,,,,Tattoo Apartments
-41.2959019,174.7706689,,,,,,,,,apartments,,,,Norton Flats
-36.7262336,174.7019219,,,,,,park,,,,,,,North Shore Domain
-41.2926851,174.7811067,parking,,,,,,,,yes,,,,Tory Street Carpark
-41.2918944,174.7847202,,,,,,pitch,,,,,,,Waitangi Skate Park
-41.3155275,174.7821455,place_of_worship,,,,,,,,yes,,,,Wellington Chinese Baptist Church
-41.3145204,174.7851494,childcare,,,,,,,,yes,,,,Wellington South Kindergarten
-41.3261486,174.8190809,,,,,,pitch,,,,,,,Scots College field
-37.7576709,175.2771045,,,,convenience,,,,,retail,,,,Bankwood Superette
-37.7891732,175.2922369,,heritage_building,,,,,,,residential,,,,Beale Cottage
-37.7898353,175.2916730,,,,,charity,,,,office,,,,Cancer Society of New Zealand
-41.2941630,174.7699968,,,,,,,,,house,,,,Inverlochy Art School
-41.2860514,174.7729790,,,,,,,,,apartments,,,,Herbert Gardens
-41.1213887,173.0098554,place_of_worship,,,,,,,,yes,,,,Motueka Church of Christ
-41.1165970,173.0137458,hospital,,,,,,,,yes,,,,Woodlands Rest Home & Village
-41.1178001,173.0136677,place_of_worship,,,,,,,,yes,,,,Motueka Christian Fellowship
-41.1103929,173.0125024,place_of_worship,,,,,,,,yes,,,,Motueka Baptist Church
-41.2834326,174.7654575,,,,,,playground,,,,,,,Wellington Botanic Garden Play Area
-41.2821214,174.7661044,,,attraction,,,,,,,,,,The Tree House
-41.2772370,174.7781874,courthouse,,,,,,,,yes,,,,Court of Appeal
-41.2708630,174.7801954,embassy,,,,,,,,yes,,,,German Embassy
-41.2737871,174.7793727,,,,,,,,,yes,,,,The Royal Society of New Zealand
-36.8826023,174.8655668,,,,,,park,,,,,,,Elstree Corner Reserve
-41.1297160,173.0080318,hospital,,,,,,,,yes,,,,Jack Inglis Friendship Hospital
-36.8730148,174.7638089,,,,,,park,,,,,,,Tahaki Reserve
-40.0401652,175.1771665,place_of_worship,,,,,,,,temple,,,,Rātana Temple
-41.1237995,173.0077663,,,,,,,,,industrial,,,,Motueka ITM Building Centre
-41.2781683,174.7783018,courthouse,,,,,,,,yes,,,,High Court
-41.2816405,174.7784803,fuel,,,,,,,,yes,,,,Z Petrol Station
-43.5265275,172.5829811,,,,,,,,,yes,,,,KE04
-43.5267630,172.5830821,,,,,,,,,yes,,,,KE01
-43.5266659,172.5829058,,,,,,,,,yes,,,,KE02
-43.5264230,172.5830965,,,,,,,,,yes,,,,KE06
-43.5264267,172.5833093,,,,,,,,,yes,,,,KE07
-43.5265755,172.5833600,,,,,,,,,yes,,,,KE05
-43.5266802,172.5832504,,,,,,,,,yes,,,,KE03
-43.5265287,172.5826670,,,,,,,,,yes,,,,KG01
-43.5264425,172.5828312,,,,,,,,,yes,,,,KG03
-43.5263332,172.5829457,,,,,,,,,yes,,,,KG05
-43.5261885,172.5828930,,,,,,,,,yes,,,,KG07
-43.5261850,172.5826827,,,,,,,,,yes,,,,KG06
-43.5262916,172.5825694,,,,,,,,,yes,,,,KG04
-43.5264289,172.5824885,,,,,,,,,yes,,,,KG02
-43.5263112,172.5822879,,,,,,,,,yes,,,,KJ01
-43.5264699,172.5821242,,,,,,,,,yes,,,,KJ02
-43.5265845,172.5820017,,,,,,,,,yes,,,,KJ03
-43.5265931,172.5823151,,,,,,,,,yes,,,,KH02
-43.5266729,172.5821552,,,,,,,,,yes,,,,KH04
-43.5267797,172.5820381,,,,,,,,,yes,,,,KH06
-43.5269189,172.5819656,,,,,,,,,yes,,,,KH08
-43.5266862,172.5824926,,,,,,,,,yes,,,,KH01
-43.5268220,172.5824172,,,,,,,,,yes,,,,KH03
-43.5269282,172.5823028,,,,,,,,,yes,,,,KH05
-43.5270158,172.5821389,,,,,,,,,yes,,,,KH07
-43.5268229,172.5827304,,,,,,,,,yes,,,,KF02
-43.5269069,172.5825700,,,,,,,,,yes,,,,KF04
-43.5270150,172.5824544,,,,,,,,,yes,,,,KF06
-43.5269246,172.5829079,,,,,,,,,yes,,,,KF01
-43.5270607,172.5828313,,,,,,,,,yes,,,,KF03
-43.5271653,172.5827152,,,,,,,,,yes,,,,KF05
-43.5272563,172.5825491,,,,,,,,,yes,,,,KF07
-43.5271561,172.5823782,,,,,,,,,yes,,,,KF08
-43.5272512,172.5828647,,,,,,,,,yes,,,,KD06
-43.5271438,172.5829785,,,,,,,,,yes,,,,KD04
-43.5270571,172.5831400,,,,,,,,,yes,,,,KD02
-43.5271613,172.5833230,,,,,,,,,yes,,,,KD01
-43.5272974,172.5832447,,,,,,,,,yes,,,,KD03
-43.5274068,172.5831279,,,,,,,,,yes,,,,KD05
-43.5273925,172.5827929,,,,,,,,,yes,,,,KD08
-43.5274895,172.5829554,,,,,,,,,yes,,,,KD07
-43.5272728,172.5835178,,,,,,,,,yes,,,,KB02
-43.5273855,172.5833955,,,,,,,,,yes,,,,KB04
-43.5274953,172.5832798,,,,,,,,,yes,,,,KB05
-43.5273661,172.5836813,,,,,,,,,yes,,,,KB01
-43.5274778,172.5835615,,,,,,,,,yes,,,,KB02
-43.5272027,172.5838510,pub,,,,,,,,yes,,,,The Shed (KA01)
-43.5271156,172.5836971,,,,,,,,,yes,,,,KA02
-43.5269988,172.5838093,,,,,,,,,yes,,,,KA03
-43.5268987,172.5839166,,,,,,,,,yes,,,,KA04
-43.5269974,172.5834946,,,,,,,,,yes,,,,KC01
-43.5269084,172.5836584,,,,,,,,,yes,,,,KC03
-43.5269011,172.5833228,,,,,,,,,yes,,,,KC02
-43.5267614,172.5833945,,,,,,,,,yes,,,,KC04
-43.5266566,172.5834990,,,,,,,,,yes,,,,KC06
-43.5266579,172.5837236,,,,,,,,,yes,,,,KC07
-43.5268036,172.5837737,,,,,,,,,yes,,,,KC05
-36.8703449,174.7560392,,,,,,park,,,,,,,Edenvale Reserve
-36.8752765,174.7681286,,,,,,,,,yes,,,,Government House
-36.8728214,174.7593573,school,,,,,,,,,,,,Ficino School
-36.7615838,175.4978250,place_of_worship,,,,,,,,yes,,,,Christ Church Coromandel
-36.7586992,175.4984139,post_office,,,,,,,,yes,,,,Korumandel Postshop
-36.7578063,175.4992852,school,,,,,,,,yes,,,,Hauraki Home
-36.7622437,175.4987571,,,hostel,,,,,,yes,,,,YHA Tide Water
-41.3003353,174.7784957,,,motel,,,,,,yes,,,,Marksman Motor Inn
-45.0443540,169.2038162,school,,,,,,,,,,,,Cromwell Primary School
-36.8678744,174.7656041,,,,,,,,,yes,,,,Mount Eden Corrections Facility
-45.7960123,170.6347590,,,,,,,,,farm_auxiliary,,,,Harehill Horsetreks
-36.8232511,175.7006462,,,hostel,,,,,,yes,,,,YHA On The Beach
-36.8679889,174.7587429,,,,,,,,,,station,,,Mount Eden
-36.8654136,174.7705127,,,,,,,,,,station,,,Grafton
-36.9187039,174.7799347,,,,,,,,,yes,,,,Laishley House
-36.9185717,174.7798254,,,,,,,,,yes,,,,Journey's End
-36.9150212,174.7748452,dentist,,,,,,,,yes,,,,Royal Oak Intermediate Children's Community Dental Clinic
-36.9165221,174.7797971,cafe,,,,,,,,yes,,,,Trafalgar House Cafe
-36.9129878,174.7753836,place_of_worship,,,,,,,,church,,,,Royal Oak Baptist Church
-36.9117035,174.7758545,restaurant,,,,,,,,yes,,,,King's Restaurant
-36.9116123,174.7758333,restaurant,,,,,,,,yes,,,,Bento Japanese Restaurant
-36.9116576,174.7758433,fast_food,,,,,,,,yes,,,,The Chip Shop
-36.9114795,174.7756954,,,,estate_agent,,,,,yes,,,,Barfoot & Thompson
-36.9112114,174.7756661,bank,,,,,,,,yes,,,,ASB Royal Oak
-36.9112961,174.7756717,pharmacy,,,,,,,,yes,,,,Royal Oak 7 day Urgent Pharmacy
-36.9111254,174.7756613,,,,hairdresser,,,,,yes,,,,Gossip Hair
-38.1359331,176.2458256,,,,,,garden,,,,,,,Thermal Area
-38.1361291,176.2477780,,,hostel,,,,,,yes,,,,YHA Roturua
-38.1355538,176.2473722,parking,,,,,,,,,,,,P YHA Roturua
-41.1067363,174.1852239,,,hotel,,,,,,yes,,,,Blue Water Lodge
-41.2500278,174.1116254,,,camp_site,,,,,,,,,,Kiwi Ranch
-41.2949592,174.0031175,place_of_worship,,,,,,,,yes,,,,Holy Trinity
-42.4193079,173.7060267,parking,,,,,,,,,,,,Jimmy Armers Beach
-44.9920564,169.2426307,parking,,,,,,,,,,,,P Quartz Reef Point
-42.4517165,171.2126951,,,hostel,,,,,,yes,,,,YHA Greymouth
-40.7890561,172.9742986,shelter,,,,,,,,yes,,,,Whariwharangi Hut
-40.8604707,172.8060486,,,,laundry,,,,,yes,,,,Laundry Front seat
-40.8592685,172.8076169,,,hostel,,,,,,yes,,,,YHA Annies Nirwana Lodge
-39.0707143,174.0697147,,,hostel,,,,,,yes,,,,YHA Egmont Eco Lodge
-41.2959916,174.7704202,,,,funeral_directors,,,,,yes,,,,Lychgate Funeral Home
-36.9932971,174.7950478,,,,,,golf_course,,,,,,,JK's World of Golf
-37.1861952,174.9949214,public_hall,,,,,,,,yes,,,,Bombay War Memorial Hall
-36.7805505,174.8302466,,,,,,park,,,,,,,McKenzie Bay Beach
-36.8732587,174.7591118,,,,,,pitch,,,,,,,Maungawhau Tennis Courts
-43.7291058,172.5866362,,,,,,playground,,,,,,,Lifeboat
-37.0164925,175.5635550,,,,,,nature_reserve,,,,,,,Waiomu Ecological Area
-36.8502860,174.7612225,place_of_worship,,,,,,,,yes,,,,Saint Matthews in-the-City
-36.8497287,174.7589219,restaurant,,,,,,,,retail,,,,Food Truck Garage
-37.2401006,174.9519629,school,,,,,,,,,,,,Harrisville School
-41.1377779,174.8487844,,,,,,,,,yes,,,,Porirua RSA
-36.8452330,174.7547593,fuel,,,,,,,,no,,,,Caltex
-41.2955299,174.7669711,,,,deli,,,,,yes,,,,Haya Cafe & Delicatessan
-41.2954404,174.7660537,,,,charity,,,,,yes,,,,St Vincent De Pauls
-41.4101178,173.1426029,,,,,,,,,yes,,,,Paretai Camp
-41.2923729,174.7651070,,,,,,,,,apartments,,,,Adams Terrace Appartments
-41.2926899,174.7661147,childcare,,,,,,,,yes,,,,Victoria University Creche
-36.8537161,174.5998351,,,,,,park,,,,,,,Birdwood Winery Estate Reserve
-37.7996044,174.8697582,,,,car_repair,,,,,yes,,,,Bow Street Motors
-37.7995977,174.8689266,,,hotel,,,,,,yes,,,,Harbour View Hotel
-37.8184218,174.8298738,,,,,,,,,yes,,,,Raglan Surf Club
-37.7996799,174.8692323,,,,supermarket,,,,,retail,,,,Super Value
-41.2697927,174.7802980,,,,,,,,,yes,,,,Wellington Bridge Club
-41.2795276,174.7718083,,memorial,,,,,,,,,,,Seddon Memorial
-41.3054162,174.7608683,,memorial,attraction,,,,,,,,,,Brooklyn War Memorial
-42.7193252,170.9681209,,,,,,park,,,,,,,Cass Square
-43.7461746,172.9317406,,,,,,,,,sport,,,,Akaroa Golf Club
-43.7469440,172.9281491,,,,,,golf_course,,,,,,,Akaroa Golf Club
-43.7461120,172.9313693,,,,,,,,,sport,,,,Akaroa Golf Club
-42.7450131,170.9306103,,,,,,golf_course,,,,,,,Hokitika Golf Club
-41.2791435,174.7772334,,memorial,,,,,,,,,,,Cenotaph
-36.8573020,174.6316954,,,,supermarket,,,,,yes,,,,Countdown
-41.2831022,174.7579718,place_of_worship,,,,,,,,yes,,,,St Anne's
-41.2834602,174.7572406,doctors,,,,,,,,yes,,,,Northland Surgery
-41.2835563,174.7575050,,,,,,,,,apartments,,,,Fire Station Apartments
-41.2914179,174.7779598,theatre,,,,,,,,yes,,,,The Opera House
-41.2910566,174.7774136,,,,mall,,,,,yes,,,,James Smith Corner
-41.2907663,174.7730472,childcare,,,,,,,,yes,,,,Capital City Pre School
-41.2901223,174.7711380,,,,,,,,,residential,,,,Victoria House
-41.2892187,174.7742664,,,,,,,,,yes,,,,Hotel St George
-36.9197385,174.7833645,,,,,,,,,yes,,,,Onehunga Community House
-36.9162236,174.7839248,place_of_worship,,,,,,,,church,,,,New Zealand Chinese Mission Church
-36.9195158,174.7846319,,,,supermarket,,,,,yes,,,,Family Supermarket
-36.9156937,174.7850768,,,,,,,,,yes,,,,Onehunga Plunket
-36.9189626,174.7845350,,,,yes,,,,,yes,,,,The Baby Factory
-41.2908998,174.7785907,,,hotel,,,,,,yes,,,,Amora Hotel
-41.2888915,174.7747109,bar,,,,,,,,yes,,,,The General Practioner
-39.6713653,176.8773028,,,,,,,,,yes,,,,New World
-41.3005339,174.7739736,,,,,,,,,residential,,,,Wellington Night Shelter
-37.7837381,175.2600603,,,,art,,,,,yes,,,,Bruce McLachlan Gallery & Studio
-36.8674278,174.7660287,prison,,,,,,,,,,,,Auckland Central Remand Prison
-36.8681761,174.7567801,,,,,,,,,,proposed,,,Auckland City Rail Link
-36.8674368,174.7585314,,,,,,,,,,proposed,,,Auckland City Rail Link
-36.8669897,174.7596585,,,,,,,,,,proposed,,,Auckland City Rail Link
